País de Nacimiento,Español/Extranjero,Sexo,Año,Total
Dominica,Nacionalidad Extranjera,Ambos sexos,2017,326
Dominica,Nacionalidad Extranjera,Ambos sexos,2016,369
Dominica,Nacionalidad Extranjera,Ambos sexos,2015,363
Dominica,Nacionalidad Extranjera,Ambos sexos,2014,407
Dominica,Nacionalidad Extranjera,Ambos sexos,2013,479
Dominica,Nacionalidad Extranjera,Ambos sexos,2012,477
Dominica,Nacionalidad Extranjera,Ambos sexos,2011,485
Dominica,Nacionalidad Extranjera,Ambos sexos,2010,546
Dominica,Nacionalidad Extranjera,Ambos sexos,2009,530
Dominica,Nacionalidad Extranjera,Ambos sexos,2008,486
Dominica,Nacionalidad Extranjera,Ambos sexos,2007,465
Dominica,Nacionalidad Extranjera,Ambos sexos,2006,522
Dominica,Nacionalidad Extranjera,Ambos sexos,2005,533
Dominica,Nacionalidad Extranjera,Ambos sexos,2004,505
Dominica,Nacionalidad Extranjera,Ambos sexos,2003,493
Dominica,Nacionalidad Extranjera,Ambos sexos,2002,509
Dominica,Nacionalidad Extranjera,Ambos sexos,2001,440
Dominica,Nacionalidad Extranjera,Ambos sexos,2000,362
Dominica,Nacionalidad Extranjera,Ambos sexos,1999,326
Dominica,Nacionalidad Extranjera,Ambos sexos,1998,341
Dominica,Nacionalidad Extranjera,Hombres,2022,145
Dominica,Nacionalidad Extranjera,Hombres,2021,125
Dominica,Nacionalidad Extranjera,Hombres,2020,123
Dominica,Nacionalidad Extranjera,Hombres,2019,117
Dominica,Nacionalidad Extranjera,Hombres,2018,111
Dominica,Nacionalidad Extranjera,Hombres,2017,117
Dominica,Nacionalidad Extranjera,Hombres,2016,131
Dominica,Nacionalidad Extranjera,Hombres,2015,130
Dominica,Nacionalidad Extranjera,Hombres,2014,157
Dominica,Nacionalidad Extranjera,Hombres,2013,175
Dominica,Nacionalidad Extranjera,Hombres,2012,181
Dominica,Nacionalidad Extranjera,Hombres,2011,175
Dominica,Nacionalidad Extranjera,Hombres,2010,200
Dominica,Nacionalidad Extranjera,Hombres,2009,198
Dominica,Nacionalidad Extranjera,Hombres,2008,183
Dominica,Nacionalidad Extranjera,Hombres,2007,153
Dominica,Nacionalidad Extranjera,Hombres,2006,177
Dominica,Nacionalidad Extranjera,Hombres,2005,181
Dominica,Nacionalidad Extranjera,Hombres,2004,161
Dominica,Nacionalidad Extranjera,Hombres,2003,143
Dominica,Nacionalidad Extranjera,Hombres,2002,145
Dominica,Nacionalidad Extranjera,Hombres,2001,128
Dominica,Nacionalidad Extranjera,Hombres,2000,99
Dominica,Nacionalidad Extranjera,Hombres,1999,92
Dominica,Nacionalidad Extranjera,Hombres,1998,95
Dominica,Nacionalidad Extranjera,Mujeres,2022,229
Dominica,Nacionalidad Extranjera,Mujeres,2021,203
Dominica,Nacionalidad Extranjera,Mujeres,2020,196
Dominica,Nacionalidad Extranjera,Mujeres,2019,197
Dominica,Nacionalidad Extranjera,Mujeres,2018,213
Dominica,Nacionalidad Extranjera,Mujeres,2017,209
Dominica,Nacionalidad Extranjera,Mujeres,2016,238
Dominica,Nacionalidad Extranjera,Mujeres,2015,233
Dominica,Nacionalidad Extranjera,Mujeres,2014,250
Dominica,Nacionalidad Extranjera,Mujeres,2013,304
Dominica,Nacionalidad Extranjera,Mujeres,2012,296
Dominica,Nacionalidad Extranjera,Mujeres,2011,310
Dominica,Nacionalidad Extranjera,Mujeres,2010,346
Dominica,Nacionalidad Extranjera,Mujeres,2009,332
Dominica,Nacionalidad Extranjera,Mujeres,2008,303
Dominica,Nacionalidad Extranjera,Mujeres,2007,312
Dominica,Nacionalidad Extranjera,Mujeres,2006,345
Dominica,Nacionalidad Extranjera,Mujeres,2005,352
Dominica,Nacionalidad Extranjera,Mujeres,2004,344
Dominica,Nacionalidad Extranjera,Mujeres,2003,350
Dominica,Nacionalidad Extranjera,Mujeres,2002,364
Dominica,Nacionalidad Extranjera,Mujeres,2001,312
Dominica,Nacionalidad Extranjera,Mujeres,2000,263
Dominica,Nacionalidad Extranjera,Mujeres,1999,234
Dominica,Nacionalidad Extranjera,Mujeres,1998,246
El Salvador,TOTAL,Ambos sexos,2022,29.947
El Salvador,TOTAL,Ambos sexos,2021,28.458
El Salvador,TOTAL,Ambos sexos,2020,26.171
El Salvador,TOTAL,Ambos sexos,2019,20.358
El Salvador,TOTAL,Ambos sexos,2018,16.499
El Salvador,TOTAL,Ambos sexos,2017,13.923
El Salvador,TOTAL,Ambos sexos,2016,11.837
El Salvador,TOTAL,Ambos sexos,2015,10.678
El Salvador,TOTAL,Ambos sexos,2014,10.066
El Salvador,TOTAL,Ambos sexos,2013,9.972
El Salvador,TOTAL,Ambos sexos,2012,9.574
El Salvador,TOTAL,Ambos sexos,2011,8.848
El Salvador,TOTAL,Ambos sexos,2010,8.325
El Salvador,TOTAL,Ambos sexos,2009,7.912
El Salvador,TOTAL,Ambos sexos,2008,7.120
El Salvador,TOTAL,Ambos sexos,2007,5.725
El Salvador,TOTAL,Ambos sexos,2006,5.102
El Salvador,TOTAL,Ambos sexos,2005,4.650
El Salvador,TOTAL,Ambos sexos,2004,4.043
El Salvador,TOTAL,Ambos sexos,2003,3.701
El Salvador,TOTAL,Ambos sexos,2002,3.041
El Salvador,TOTAL,Ambos sexos,2001,2.441
El Salvador,TOTAL,Ambos sexos,2000,2.050
El Salvador,TOTAL,Ambos sexos,1999,1.801
El Salvador,TOTAL,Ambos sexos,1998,1.708
El Salvador,TOTAL,Hombres,2022,12.438
El Salvador,TOTAL,Hombres,2021,11.809
El Salvador,TOTAL,Hombres,2020,10.727
El Salvador,TOTAL,Hombres,2019,8.056
El Salvador,TOTAL,Hombres,2018,6.366
El Salvador,TOTAL,Hombres,2017,5.239
El Salvador,TOTAL,Hombres,2016,4.351
El Salvador,TOTAL,Hombres,2015,3.888
El Salvador,TOTAL,Hombres,2014,3.712
El Salvador,TOTAL,Hombres,2013,3.704
El Salvador,TOTAL,Hombres,2012,3.584
El Salvador,TOTAL,Hombres,2011,3.357
El Salvador,TOTAL,Hombres,2010,3.229
El Salvador,TOTAL,Hombres,2009,3.148
El Salvador,TOTAL,Hombres,2008,2.821
El Salvador,TOTAL,Hombres,2007,2.212
El Salvador,TOTAL,Hombres,2006,1.998
El Salvador,TOTAL,Hombres,2005,1.785
El Salvador,TOTAL,Hombres,2004,1.532
El Salvador,TOTAL,Hombres,2003,1.400
El Salvador,TOTAL,Hombres,2002,1.121
El Salvador,TOTAL,Hombres,2001,866
El Salvador,TOTAL,Hombres,2000,697
El Salvador,TOTAL,Hombres,1999,612
El Salvador,TOTAL,Hombres,1998,573
El Salvador,TOTAL,Mujeres,2022,17.509
El Salvador,TOTAL,Mujeres,2021,16.649
El Salvador,TOTAL,Mujeres,2020,15.444
El Salvador,TOTAL,Mujeres,2019,12.302
El Salvador,TOTAL,Mujeres,2018,10.133
El Salvador,TOTAL,Mujeres,2017,8.684
El Salvador,TOTAL,Mujeres,2016,7.486
El Salvador,TOTAL,Mujeres,2015,6.790
El Salvador,TOTAL,Mujeres,2014,6.354
El Salvador,TOTAL,Mujeres,2013,6.268
El Salvador,TOTAL,Mujeres,2012,5.990
El Salvador,TOTAL,Mujeres,2011,5.491
El Salvador,TOTAL,Mujeres,2010,5.096
El Salvador,TOTAL,Mujeres,2009,4.764
El Salvador,TOTAL,Mujeres,2008,4.299
El Salvador,TOTAL,Mujeres,2007,3.513
El Salvador,TOTAL,Mujeres,2006,3.104
El Salvador,TOTAL,Mujeres,2005,2.865
El Salvador,TOTAL,Mujeres,2004,2.511
El Salvador,TOTAL,Mujeres,2003,2.301
El Salvador,TOTAL,Mujeres,2002,1.919
El Salvador,TOTAL,Mujeres,2001,1.575
El Salvador,TOTAL,Mujeres,2000,1.353
El Salvador,TOTAL,Mujeres,1999,1.189
El Salvador,TOTAL,Mujeres,1998,1.135
El Salvador,Nacionalidad Española,Ambos sexos,2022,6.346
El Salvador,Nacionalidad Española,Ambos sexos,2021,5.763
El Salvador,Nacionalidad Española,Ambos sexos,2020,5.220
El Salvador,Nacionalidad Española,Ambos sexos,2019,4.777
El Salvador,Nacionalidad Española,Ambos sexos,2018,4.503
El Salvador,Nacionalidad Española,Ambos sexos,2017,4.314
El Salvador,Nacionalidad Española,Ambos sexos,2016,3.919
El Salvador,Nacionalidad Española,Ambos sexos,2015,3.683
El Salvador,Nacionalidad Española,Ambos sexos,2014,3.255
El Salvador,Nacionalidad Española,Ambos sexos,2013,2.931
El Salvador,Nacionalidad Española,Ambos sexos,2012,2.754
El Salvador,Nacionalidad Española,Ambos sexos,2011,2.573
El Salvador,Nacionalidad Española,Ambos sexos,2010,2.399
El Salvador,Nacionalidad Española,Ambos sexos,2009,2.252
El Salvador,Nacionalidad Española,Ambos sexos,2008,2.091
El Salvador,Nacionalidad Española,Ambos sexos,2007,1.910
El Salvador,Nacionalidad Española,Ambos sexos,2006,1.799
El Salvador,Nacionalidad Española,Ambos sexos,2005,1.633
El Salvador,Nacionalidad Española,Ambos sexos,2004,1.507
El Salvador,Nacionalidad Española,Ambos sexos,2003,1.407
El Salvador,Nacionalidad Española,Ambos sexos,2002,1.268
El Salvador,Nacionalidad Española,Ambos sexos,2001,1.142
El Salvador,Nacionalidad Española,Ambos sexos,2000,1.057
El Salvador,Nacionalidad Española,Ambos sexos,1999,929
El Salvador,Nacionalidad Española,Ambos sexos,1998,885
El Salvador,Nacionalidad Española,Hombres,2022,2.207
El Salvador,Nacionalidad Española,Hombres,2021,1.992
El Salvador,Nacionalidad Española,Hombres,2020,1.820
El Salvador,Nacionalidad Española,Hombres,2019,1.671
El Salvador,Nacionalidad Española,Hombres,2018,1.590
El Salvador,Nacionalidad Española,Hombres,2017,1.510
El Salvador,Nacionalidad Española,Hombres,2016,1.382
El Salvador,Nacionalidad Española,Hombres,2015,1.314
El Salvador,Nacionalidad Española,Hombres,2014,1.161
El Salvador,Nacionalidad Española,Hombres,2013,1.040
El Salvador,Nacionalidad Española,Hombres,2012,982
El Salvador,Nacionalidad Española,Hombres,2011,923
El Salvador,Nacionalidad Española,Hombres,2010,860
El Salvador,Nacionalidad Española,Hombres,2009,820
El Salvador,Nacionalidad Española,Hombres,2008,761
El Salvador,Nacionalidad Española,Hombres,2007,703
El Salvador,Nacionalidad Española,Hombres,2006,668
El Salvador,Nacionalidad Española,Hombres,2005,600
El Salvador,Nacionalidad Española,Hombres,2004,556
El Salvador,Nacionalidad Española,Hombres,2003,519
El Salvador,Nacionalidad Española,Hombres,2002,464
El Salvador,Nacionalidad Española,Hombres,2001,410
El Salvador,Nacionalidad Española,Hombres,2000,371
El Salvador,Nacionalidad Española,Hombres,1999,336
El Salvador,Nacionalidad Española,Hombres,1998,323
El Salvador,Nacionalidad Española,Mujeres,2022,4.139
El Salvador,Nacionalidad Española,Mujeres,2021,3.771
El Salvador,Nacionalidad Española,Mujeres,2020,3.400
El Salvador,Nacionalidad Española,Mujeres,2019,3.106
El Salvador,Nacionalidad Española,Mujeres,2018,2.913
El Salvador,Nacionalidad Española,Mujeres,2017,2.804
El Salvador,Nacionalidad Española,Mujeres,2016,2.537
El Salvador,Nacionalidad Española,Mujeres,2015,2.369
El Salvador,Nacionalidad Española,Mujeres,2014,2.094
El Salvador,Nacionalidad Española,Mujeres,2013,1.891
El Salvador,Nacionalidad Española,Mujeres,2012,1.772
El Salvador,Nacionalidad Española,Mujeres,2011,1.650
El Salvador,Nacionalidad Española,Mujeres,2010,1.539
El Salvador,Nacionalidad Española,Mujeres,2009,1.432
El Salvador,Nacionalidad Española,Mujeres,2008,1.330
El Salvador,Nacionalidad Española,Mujeres,2007,1.207
El Salvador,Nacionalidad Española,Mujeres,2006,1.131
El Salvador,Nacionalidad Española,Mujeres,2005,1.033
El Salvador,Nacionalidad Española,Mujeres,2004,951
El Salvador,Nacionalidad Española,Mujeres,2003,888
El Salvador,Nacionalidad Española,Mujeres,2002,804
El Salvador,Nacionalidad Española,Mujeres,2001,732
El Salvador,Nacionalidad Española,Mujeres,2000,685
El Salvador,Nacionalidad Española,Mujeres,1999,592
El Salvador,Nacionalidad Española,Mujeres,1998,562
El Salvador,Nacionalidad Extranjera,Ambos sexos,2022,23.601
El Salvador,Nacionalidad Extranjera,Ambos sexos,2021,22.695
El Salvador,Nacionalidad Extranjera,Ambos sexos,2020,20.951
El Salvador,Nacionalidad Extranjera,Ambos sexos,2019,15.581
El Salvador,Nacionalidad Extranjera,Ambos sexos,2018,11.996
El Salvador,Nacionalidad Extranjera,Ambos sexos,2017,9.609
El Salvador,Nacionalidad Extranjera,Ambos sexos,2016,7.918
El Salvador,Nacionalidad Extranjera,Ambos sexos,2015,6.995
El Salvador,Nacionalidad Extranjera,Ambos sexos,2014,6.811
El Salvador,Nacionalidad Extranjera,Ambos sexos,2013,7.041
El Salvador,Nacionalidad Extranjera,Ambos sexos,2012,6.820
El Salvador,Nacionalidad Extranjera,Ambos sexos,2011,6.275
El Salvador,Nacionalidad Extranjera,Ambos sexos,2010,5.926
El Salvador,Nacionalidad Extranjera,Ambos sexos,2009,5.660
El Salvador,Nacionalidad Extranjera,Ambos sexos,2008,5.029
El Salvador,Nacionalidad Extranjera,Ambos sexos,2007,3.815
El Salvador,Nacionalidad Extranjera,Ambos sexos,2006,3.303
El Salvador,Nacionalidad Extranjera,Ambos sexos,2005,3.017
El Salvador,Nacionalidad Extranjera,Ambos sexos,2004,2.536
El Salvador,Nacionalidad Extranjera,Ambos sexos,2003,2.294
El Salvador,Nacionalidad Extranjera,Ambos sexos,2002,1.772
El Salvador,Nacionalidad Extranjera,Ambos sexos,2001,1.299
El Salvador,Nacionalidad Extranjera,Ambos sexos,2000,993
El Salvador,Nacionalidad Extranjera,Ambos sexos,1999,873
El Salvador,Nacionalidad Extranjera,Ambos sexos,1998,823
El Salvador,Nacionalidad Extranjera,Hombres,2022,10.231
El Salvador,Nacionalidad Extranjera,Hombres,2021,9.817
El Salvador,Nacionalidad Extranjera,Hombres,2020,8.907
El Salvador,Nacionalidad Extranjera,Hombres,2019,6.385
El Salvador,Nacionalidad Extranjera,Hombres,2018,4.776
El Salvador,Nacionalidad Extranjera,Hombres,2017,3.729
El Salvador,Nacionalidad Extranjera,Hombres,2016,2.969
El Salvador,Nacionalidad Extranjera,Hombres,2015,2.574
El Salvador,Nacionalidad Extranjera,Hombres,2014,2.551
El Salvador,Nacionalidad Extranjera,Hombres,2013,2.664
El Salvador,Nacionalidad Extranjera,Hombres,2012,2.602
El Salvador,Nacionalidad Extranjera,Hombres,2011,2.434
El Salvador,Nacionalidad Extranjera,Hombres,2010,2.369
El Salvador,Nacionalidad Extranjera,Hombres,2009,2.328
El Salvador,Nacionalidad Extranjera,Hombres,2008,2.060
El Salvador,Nacionalidad Extranjera,Hombres,2007,1.509
El Salvador,Nacionalidad Extranjera,Hombres,2006,1.330
El Salvador,Nacionalidad Extranjera,Hombres,2005,1.185
El Salvador,Nacionalidad Extranjera,Hombres,2004,976
El Salvador,Nacionalidad Extranjera,Hombres,2003,881
El Salvador,Nacionalidad Extranjera,Hombres,2002,657
El Salvador,Nacionalidad Extranjera,Hombres,2001,456
El Salvador,Nacionalidad Extranjera,Hombres,2000,325
El Salvador,Nacionalidad Extranjera,Hombres,1999,275
El Salvador,Nacionalidad Extranjera,Hombres,1998,250
El Salvador,Nacionalidad Extranjera,Mujeres,2022,13.370
El Salvador,Nacionalidad Extranjera,Mujeres,2021,12.878
El Salvador,Nacionalidad Extranjera,Mujeres,2020,12.044
El Salvador,Nacionalidad Extranjera,Mujeres,2019,9.196
El Salvador,Nacionalidad Extranjera,Mujeres,2018,7.220
El Salvador,Nacionalidad Extranjera,Mujeres,2017,5.880
El Salvador,Nacionalidad Extranjera,Mujeres,2016,4.949
El Salvador,Nacionalidad Extranjera,Mujeres,2015,4.421
El Salvador,Nacionalidad Extranjera,Mujeres,2014,4.260
El Salvador,Nacionalidad Extranjera,Mujeres,2013,4.377
El Salvador,Nacionalidad Extranjera,Mujeres,2012,4.218
El Salvador,Nacionalidad Extranjera,Mujeres,2011,3.841
El Salvador,Nacionalidad Extranjera,Mujeres,2010,3.557
El Salvador,Nacionalidad Extranjera,Mujeres,2009,3.332
El Salvador,Nacionalidad Extranjera,Mujeres,2008,2.969
El Salvador,Nacionalidad Extranjera,Mujeres,2007,2.306
El Salvador,Nacionalidad Extranjera,Mujeres,2006,1.973
El Salvador,Nacionalidad Extranjera,Mujeres,2005,1.832
El Salvador,Nacionalidad Extranjera,Mujeres,2004,1.560
El Salvador,Nacionalidad Extranjera,Mujeres,2003,1.413
El Salvador,Nacionalidad Extranjera,Mujeres,2002,1.115
El Salvador,Nacionalidad Extranjera,Mujeres,2001,843
El Salvador,Nacionalidad Extranjera,Mujeres,2000,668
El Salvador,Nacionalidad Extranjera,Mujeres,1999,597
El Salvador,Nacionalidad Extranjera,Mujeres,1998,573
Guatemala,TOTAL,Ambos sexos,2022,15.226
Guatemala,TOTAL,Ambos sexos,2021,14.857
Guatemala,TOTAL,Ambos sexos,2020,14.130
Guatemala,TOTAL,Ambos sexos,2019,11.950
Guatemala,TOTAL,Ambos sexos,2018,10.467
Guatemala,TOTAL,Ambos sexos,2017,9.449
Guatemala,TOTAL,Ambos sexos,2016,8.667
Guatemala,TOTAL,Ambos sexos,2015,8.103
Guatemala,TOTAL,Ambos sexos,2014,7.795
Guatemala,TOTAL,Ambos sexos,2013,7.854
Guatemala,TOTAL,Ambos sexos,2012,7.695
Guatemala,TOTAL,Ambos sexos,2011,7.253
Guatemala,TOTAL,Ambos sexos,2010,6.888
Guatemala,TOTAL,Ambos sexos,2009,6.578
Guatemala,TOTAL,Ambos sexos,2008,5.861
Guatemala,TOTAL,Ambos sexos,2007,4.831
Guatemala,TOTAL,Ambos sexos,2006,4.321
Guatemala,TOTAL,Ambos sexos,2005,3.895
Guatemala,TOTAL,Ambos sexos,2004,3.343
Guatemala,TOTAL,Ambos sexos,2003,3.088
Guatemala,TOTAL,Ambos sexos,2002,2.523
Guatemala,TOTAL,Ambos sexos,2001,2.101
Guatemala,TOTAL,Ambos sexos,2000,1.757
Guatemala,TOTAL,Ambos sexos,1999,1.455
Guatemala,TOTAL,Ambos sexos,1998,1.394
Guatemala,TOTAL,Hombres,2022,6.052
Guatemala,TOTAL,Hombres,2021,5.892
Guatemala,TOTAL,Hombres,2020,5.521
Guatemala,TOTAL,Hombres,2019,4.534
Guatemala,TOTAL,Hombres,2018,3.946
Guatemala,TOTAL,Hombres,2017,3.566
Guatemala,TOTAL,Hombres,2016,3.287
Guatemala,TOTAL,Hombres,2015,3.057
Guatemala,TOTAL,Hombres,2014,2.979
Guatemala,TOTAL,Hombres,2013,3.045
Guatemala,TOTAL,Hombres,2012,3.041
Guatemala,TOTAL,Hombres,2011,2.890
Guatemala,TOTAL,Hombres,2010,2.848
Guatemala,TOTAL,Hombres,2009,2.820
Guatemala,TOTAL,Hombres,2008,2.506
Guatemala,TOTAL,Hombres,2007,2.008
Guatemala,TOTAL,Hombres,2006,1.737
Guatemala,TOTAL,Hombres,2005,1.538
Guatemala,TOTAL,Hombres,2004,1.306
Guatemala,TOTAL,Hombres,2003,1.161
Guatemala,TOTAL,Hombres,2002,930
Guatemala,TOTAL,Hombres,2001,752
Guatemala,TOTAL,Hombres,2000,618
Guatemala,TOTAL,Hombres,1999,522
Guatemala,TOTAL,Hombres,1998,501
Guatemala,TOTAL,Mujeres,2022,9.174
Guatemala,TOTAL,Mujeres,2021,8.965
Guatemala,TOTAL,Mujeres,2020,8.609
Guatemala,TOTAL,Mujeres,2019,7.416
Guatemala,TOTAL,Mujeres,2018,6.521
Guatemala,TOTAL,Mujeres,2017,5.883
Guatemala,TOTAL,Mujeres,2016,5.380
Guatemala,TOTAL,Mujeres,2015,5.046
Guatemala,TOTAL,Mujeres,2014,4.816
Guatemala,TOTAL,Mujeres,2013,4.809
Guatemala,TOTAL,Mujeres,2012,4.654
Guatemala,TOTAL,Mujeres,2011,4.363
Guatemala,TOTAL,Mujeres,2010,4.040
Guatemala,TOTAL,Mujeres,2009,3.758
Guatemala,TOTAL,Mujeres,2008,3.355
Guatemala,TOTAL,Mujeres,2007,2.823
Guatemala,TOTAL,Mujeres,2006,2.584
Guatemala,TOTAL,Mujeres,2005,2.357
Guatemala,TOTAL,Mujeres,2004,2.037
Guatemala,TOTAL,Mujeres,2003,1.927
Guatemala,TOTAL,Mujeres,2002,1.593
Guatemala,TOTAL,Mujeres,2001,1.349
Guatemala,TOTAL,Mujeres,2000,1.139
Guatemala,TOTAL,Mujeres,1999,933
Guatemala,TOTAL,Mujeres,1998,892
Guatemala,Nacionalidad Española,Ambos sexos,2022,7.275
Guatemala,Nacionalidad Española,Ambos sexos,2021,7.033
Guatemala,Nacionalidad Española,Ambos sexos,2020,6.797
Guatemala,Nacionalidad Española,Ambos sexos,2019,6.387
Guatemala,Nacionalidad Española,Ambos sexos,2018,5.899
Guatemala,Nacionalidad Española,Ambos sexos,2017,5.464
Guatemala,Nacionalidad Española,Ambos sexos,2016,5.059
Guatemala,Nacionalidad Española,Ambos sexos,2015,4.521
Guatemala,Nacionalidad Española,Ambos sexos,2014,3.926
Guatemala,Nacionalidad Española,Ambos sexos,2013,3.589
Guatemala,Nacionalidad Española,Ambos sexos,2012,3.210
Guatemala,Nacionalidad Española,Ambos sexos,2011,2.923
Guatemala,Nacionalidad Española,Ambos sexos,2010,2.704
Guatemala,Nacionalidad Española,Ambos sexos,2009,2.542
Guatemala,Nacionalidad Española,Ambos sexos,2008,2.437
Guatemala,Nacionalidad Española,Ambos sexos,2007,2.269
Guatemala,Nacionalidad Española,Ambos sexos,2006,2.120
Guatemala,Nacionalidad Española,Ambos sexos,2005,1.912
Guatemala,Nacionalidad Española,Ambos sexos,2004,1.746
Guatemala,Nacionalidad Española,Ambos sexos,2003,1.609
Guatemala,Nacionalidad Española,Ambos sexos,2002,1.447
Guatemala,Nacionalidad Española,Ambos sexos,2001,1.300
Guatemala,Nacionalidad Española,Ambos sexos,2000,1.183
Guatemala,Nacionalidad Española,Ambos sexos,1999,1.006
Guatemala,Nacionalidad Española,Ambos sexos,1998,990
Guatemala,Nacionalidad Española,Hombres,2022,2.814
Guatemala,Nacionalidad Española,Hombres,2021,2.719
Guatemala,Nacionalidad Española,Hombres,2020,2.616
Guatemala,Nacionalidad Española,Hombres,2019,2.457
Guatemala,Nacionalidad Española,Hombres,2018,2.262
Guatemala,Nacionalidad Española,Hombres,2017,2.105
Guatemala,Nacionalidad Española,Hombres,2016,1.977
Guatemala,Nacionalidad Española,Hombres,2015,1.793
Guatemala,Nacionalidad Española,Hombres,2014,1.601
Guatemala,Nacionalidad Española,Hombres,2013,1.471
Guatemala,Nacionalidad Española,Hombres,2012,1.325
Guatemala,Nacionalidad Española,Hombres,2011,1.206
Guatemala,Nacionalidad Española,Hombres,2010,1.104
Guatemala,Nacionalidad Española,Hombres,2009,1.041
Guatemala,Nacionalidad Española,Hombres,2008,1.001
Guatemala,Nacionalidad Española,Hombres,2007,922
Guatemala,Nacionalidad Española,Hombres,2006,860
Guatemala,Nacionalidad Española,Hombres,2005,781
Guatemala,Nacionalidad Española,Hombres,2004,708
Guatemala,Nacionalidad Española,Hombres,2003,637
Guatemala,Nacionalidad Española,Hombres,2002,558
Guatemala,Nacionalidad Española,Hombres,2001,500
Guatemala,Nacionalidad Española,Hombres,2000,451
Guatemala,Nacionalidad Española,Hombres,1999,389
Guatemala,Nacionalidad Española,Hombres,1998,383
Guatemala,Nacionalidad Española,Mujeres,2022,4.461
Guatemala,Nacionalidad Española,Mujeres,2021,4.314
Guatemala,Nacionalidad Española,Mujeres,2020,4.181
Guatemala,Nacionalidad Española,Mujeres,2019,3.930
Guatemala,Nacionalidad Española,Mujeres,2018,3.637
Guatemala,Nacionalidad Española,Mujeres,2017,3.359
Guatemala,Nacionalidad Española,Mujeres,2016,3.082
Guatemala,Nacionalidad Española,Mujeres,2015,2.728
Guatemala,Nacionalidad Española,Mujeres,2014,2.325
Guatemala,Nacionalidad Española,Mujeres,2013,2.118
Guatemala,Nacionalidad Española,Mujeres,2012,1.885
Guatemala,Nacionalidad Española,Mujeres,2011,1.717
Guatemala,Nacionalidad Española,Mujeres,2010,1.600
Guatemala,Nacionalidad Española,Mujeres,2009,1.501
Guatemala,Nacionalidad Española,Mujeres,2008,1.436
Guatemala,Nacionalidad Española,Mujeres,2007,1.347
Guatemala,Nacionalidad Española,Mujeres,2006,1.260
Guatemala,Nacionalidad Española,Mujeres,2005,1.131
Guatemala,Nacionalidad Española,Mujeres,2004,1.038
Guatemala,Nacionalidad Española,Mujeres,2003,972
Guatemala,Nacionalidad Española,Mujeres,2002,889
Guatemala,Nacionalidad Española,Mujeres,2001,800
Guatemala,Nacionalidad Española,Mujeres,2000,732
Guatemala,Nacionalidad Española,Mujeres,1999,618
Guatemala,Nacionalidad Española,Mujeres,1998,607
Guatemala,Nacionalidad Extranjera,Ambos sexos,2022,7.951
Guatemala,Nacionalidad Extranjera,Ambos sexos,2021,7.824
Guatemala,Nacionalidad Extranjera,Ambos sexos,2020,7.333
Guatemala,Nacionalidad Extranjera,Ambos sexos,2019,5.563
Guatemala,Nacionalidad Extranjera,Ambos sexos,2018,4.568
Guatemala,Nacionalidad Extranjera,Ambos sexos,2017,3.985
Guatemala,Nacionalidad Extranjera,Ambos sexos,2016,3.608
Guatemala,Nacionalidad Extranjera,Ambos sexos,2015,3.582
